date,year,month,lop,persentase,tahun_kategori,total_teus,sumber_sheet
2024-12-01,2024,12,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-12-01,2024,12,ICON,-0.9015,2024,0.0,B.OPR DOM
2025-01-01,2025,1,TANTO,0.0,2024,0.0,B.OPR DOM
2025-01-01,2025,1,SPIL,0.0,2024,0.0,B.OPR DOM
2025-01-01,2025,1,MERATUS,0.0,2024,0.0,B.OPR DOM
2025-01-01,2025,1,TEMAS,0.0,2024,0.0,B.OPR DOM
2025-01-01,2025,1,ICON,0.0,2024,0.0,B.OPR DOM
2025-02-01,2025,2,TANTO,0.0,2024,0.0,B.OPR DOM
2025-02-01,2025,2,SPIL,0.0,2024,0.0,B.OPR DOM
2025-02-01,2025,2,MERATUS,0.0,2024,0.0,B.OPR DOM
2025-02-01,2025,2,TEMAS,0.0,2024,0.0,B.OPR DOM
2025-02-01,2025,2,ICON,0.0,2024,0.0,B.OPR DOM
2025-03-01,2025,3,TANTO,0.0,2024,0.0,B.OPR DOM
2025-03-01,2025,3,SPIL,0.0,2024,0.0,B.OPR DOM
2025-03-01,2025,3,ICON LINE,0.0,2024,0.0,B.OPR DOM
